"Id","OfficePropertyId","PropertyType","Bedrooms","Bathrooms","PublicRooms","CategorisationDescription","Price","PriceType","RentalPricePeriod","UnderOffer","FormattedClosingDate","AddressLine1","LineOneLocation","LineTwoLocation","OrganisationName","Locality","City","County","Country","Postcode","CoordinateSystemId","WellKnownText","ClosingDateVisible","ClosedDateVisible","ClosedMessage","FormattedClosedDate","HideOpenActionsDisplay","ClosingDate","ClosedDate","IsOpen","FloorArea","ResidentialType","HouseFormat","PropertyIconKey","SolicitorAccount_Id","SolicitorAccount_Name","SolicitorAccount_WebsiteAddress","FormattedPrice","ViewingArrangements","ViewingTiming","BookingUrl","IsSellerManaged","DateAdded","has_garden","council_tax_band","epc_band","num_floors","parking_type","HouseType","Latitude","Longitude","UTM_Easting","UTM_Northing","AddressLineDash","property_url"
427407,373650,1,2,1,1,"2 Bdrm 1st flr Flat. Hall. Lounge. Kitch. 2 Bdrms. Bathrm (CT band - B). Garden. Parking. Price over £87,500 Entry by arr. Viewing contact solicitors. (EPC band - C).",87500,1,NA,FALSE,"","134 Auchmill Road","134 Auchmill Road","Bucksburn, Aberdeen, AB21 9LS","","Bucksburn","Aberdeen","","","AB21 9LS",4326,"POINT (-2.1641962 57.1765229)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,76,2,NA,"FLAT",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","B","C",1,"Parking",NA,57.1765229,-2.1641962,550531.927317578,6337345.63737211,"134-Auchmill-Road","https://www.aspc.co.uk/search/property/427407/134-Auchmill-Road/Aberdeen/"
427406,373324,1,2,1,1,"2 Bdrm 1st flr Flat. Hall. Lounge. Kitch. 2 Bdrms. Shower rm (CT band - C). Parking. Price over £85,000 Entry by arr. Viewing contact solicitors. (EPC band - D).",85000,1,NA,TRUE,"","94 Headland Court","94 Headland Court","Aberdeen, AB10 7HW","","","Aberdeen","","","AB10 7HW",4326,"POINT (-2.1251649 57.1262878)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,49,2,NA,"FLAT",1070,"Ledingham Chalmers LLP","http://www.ledinghamchalmers.com",NA,NA,0,NA,FALSE,2024-09-27,"No","C","D",1,"Parking",NA,57.1262878,-2.1251649,552963.383707517,6331783.43687108,"94-Headland-Court","https://www.aspc.co.uk/search/property/427406/94-Headland-Court/Aberdeen/"
427405,373176,1,2,1,1,"2 Bdrm Top flr Flat. Hall. Lounge/Dining rm. Kitch. 2 Bdrms. Shower rm (CT band - B). Garden. Parking. Price over £90,000 Entry by arr. Viewing 07383 838062 or contact solicitors. (EPC band - D).",90000,1,NA,FALSE,"","18 Liddell Place","18 Liddell Place","Dyce, Aberdeen, AB21 7DE","","Dyce","Aberdeen","","","AB21 7DE",4326,"POINT (-2.1855901 57.2111387)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,62,2,NA,"FLAT",5770,"Raeburn Christie Clark & Wallace","http://www.raeburns.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","B","D",1,"Parking",NA,57.2111387,-2.1855901,549192.47018737,6341183.21245947,"18-Liddell-Place","https://www.aspc.co.uk/search/property/427405/18-Liddell-Place/Aberdeen/"
427404,373643,1,2,1,1,"2 Bdrm Semi-detached Bungalow. V/bule. Lounge. Kitch. Hall. 2 Bdrms. Shower rm (CT band - C). Garden. Garage. Parking. Price over £130,000 Entry by arr. Viewing contact solicitors. (EPC band - D).",130000,1,NA,TRUE,"","54 Ness Circle","54 Ness Circle","Ellon, AB41 9BR","","","Ellon","","","AB41 9BR",4326,"POINT (-2.0895031 57.3750235)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,55,1,2,"HOUSE_SEMI_DETACHED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","C","D",1,"Garage","Semi-Detached",57.3750235,-2.0895031,554752.228148901,6359499.45188242,"54-Ness-Circle","https://www.aspc.co.uk/search/property/427404/54-Ness-Circle/Ellon/"
427402,373253,1,2,1,1,"2 Bdrm Semi-detached Cottage. Lounge/Dining area. Kitch. 2 Bdrms. Bathrm (CT band - B). Garden. Garage. Parking. Price over £160,000 Immed entry. Viewing contact solicitors. (EPC band - C).",160000,1,NA,TRUE,"","5 Sunnybrae Cottages","5 Sunnybrae Cottages","Logie Coldstone, Aboyne, AB34 5PQ","","Logie Coldstone","Aboyne","","","AB34 5PQ",4326,"POINT (-2.933118 57.127508)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,62,1,2,"HOUSE_SEMI_DETACHED",3870,"Laurie & Co","http://www.laurieandco.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","B","C",1,"Garage","Semi-Detached",57.127508,-2.933118,504049.03353962,6331581.64628561,"5-Sunnybrae-Cottages","https://www.aspc.co.uk/search/property/427402/5-Sunnybrae-Cottages/Aboyne/"
427401,371611,1,1,1,1,"1 Bdrm Semi-detached Bungalow. V/bule. Hall. Lounge. Dining kitch. Bdrm. Bathrm (CT band - B). Garden. Parking. Price over £120,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",120000,1,NA,TRUE,"","6 Seton Way","6 Seton Way","Oldmeldrum, Inverurie, AB51 0GS","","Oldmeldrum","Inverurie","","","AB51 0GS",4326,"POINT (-2.3205385 57.3322102)",FALSE,TRUE,"Sold date","19/09/24",TRUE,NA,"2024-09-19T15:32:23.777",FALSE,54,1,2,"HOUSE_SEMI_DETACHED",6370,"Stewart & Watson","http://www.stewartwatson.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","B","C",1,"Parking","Semi-Detached",57.3322102,-2.3205385,540906.952023993,6354571.18531028,"6-Seton-Way","https://www.aspc.co.uk/search/property/427401/6-Seton-Way/Inverurie/"
427400,373359,1,3,1,1,"3 Bdrm Detached Bungalow. V/bule. Hall. Lounge/Dining kitch on open plan. 3 Bdrms. Bathrm (CT Band - D). Garden. Garage. Parking. Price over £200,000 Entry by arr. Viewing 07714 238122. (EPC band - E).",2e+05,1,NA,FALSE,"","Brakyn","Brakyn","Auchnagatt, Ellon, AB41 8UR","","Auchnagatt","Ellon","","","AB41 8UR",4326,"POINT (-2.1168798 57.4663788)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,92,1,1,"HOUSE_DETACHED",171,"Andersonbain LLP","http://www.andersonbain.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","D","E",1,"Garage","Detached",57.4663788,-2.1168798,552973.909648875,6369647.17310751,"Brakyn","https://www.aspc.co.uk/search/property/427400/Brakyn/Ellon/"
427399,373338,1,2,1,1,"2 Bdrm Grnd flr Flat. Hall. Lounge. Dining kitch. 2 Bdrms. Shower rm (CT Band - B). Garden. Parking. Price over £115,000 Entry by arr. Viewing 07561 327763 or contact solicitors. (EPC band - D).",115000,1,NA,FALSE,"","Flat B,  90 Barclay Street","Flat B,  90 Barclay Street","Stonehaven, AB39 2AP","","","Stonehaven","","","AB39 2AP",4326,"POINT (-2.2095978 56.9660555)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,67,2,NA,"FLAT",5770,"Raeburn Christie Clark & Wallace","http://www.raeburns.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","B","D",1,"Parking",NA,56.9660555,-2.2095978,548058.345229922,6313885.29478047,"Flat-B,--90-Barclay-Street","https://www.aspc.co.uk/search/property/427399/Flat-B,--90-Barclay-Street/Stonehaven/"
427398,373350,1,1,1,1,"1 Bdrm Grnd flr Flat. Living rm/Kitch. Bdrm. Shower rm (CT band - A). Garden. Price over £70,000 Entry by arr. Viewing contact solicitors. (EPC band - D).",70000,1,NA,FALSE,"","Flat B,  13 Victoria Street","Flat B,  13 Victoria Street","Inverurie, AB51 3QS","","","Inverurie","","","AB51 3QS",4326,"POINT (-2.3795845 57.2839882)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,35,2,NA,"FLAT",6569,"Kellas","https://www.kellas-legal.com/",NA,NA,0,NA,FALSE,2024-09-27,"Yes","A","D",1,"No parking",NA,57.2839882,-2.3795845,537401.07073347,6349169.25601724,"Flat-B,--13-Victoria-Street","https://www.aspc.co.uk/search/property/427398/Flat-B,--13-Victoria-Street/Inverurie/"
427397,373179,1,3,2,1,"3 Bdrm 3rd flr Executive flat. V/bule. Hall. Utility rm. Lounge/Kitch on open plan. 3 Bdrms 1 with ensuite. Bathrm (CT band - E). Parking. Price over £195,000 Entry by arr. Viewing Andrea White 07979 991502 or contact solicitors. (EPC band - C).",195000,1,NA,FALSE,"","Flat 51, The Bastille,  75 Maberly Street","Flat 51, The Bastille,  75 Maberly Street","Aberdeen, AB25 1NL","","","Aberdeen","","","AB25 1NL",4326,"POINT (-2.1076848 57.1517213)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,100,2,NA,"FLAT",171,"Andersonbain LLP","http://www.andersonbain.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"No","E","C",1,"Parking",NA,57.1517213,-2.1076848,553984.572985059,6334628.20471641,"Flat-51,-The-Bastille,--75-Maberly-Street","https://www.aspc.co.uk/search/property/427397/Flat-51,-The-Bastille,--75-Maberly-Street/Aberdeen/"
427396,373636,1,4,3,2,"4 Bdrm Detached Dwellhouse. Ground flr: Lounge. Dining rm. Dining kitch. Utility rm. Cloakrm with wc. Bdrm. Shower rm. Upper flr: 2 Bdrms. 1 with ensuite. Bdrm/Office. Bathrm. (CT Band - E) . Garden. Price over £320,000 Entry by arr. Viewing The seller 07368 24379 or 07788 158567 or contact solicitors. (EPC band - C).",320000,1,NA,TRUE,"","46 Stone Circle","46 Stone Circle","Portlethen, Aberdeen, AB12 4LU","","Portlethen","Aberdeen","","","AB12 4LU",4326,"POINT (-2.1476952 57.0726726)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,127,1,1,"HOUSE_DETACHED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","E","C",1,"No parking","Detached",57.0726726,-2.1476952,551673.963191764,6325798.15077771,"46-Stone-Circle","https://www.aspc.co.uk/search/property/427396/46-Stone-Circle/Aberdeen/"
427395,373637,1,3,1,1,"3 Bdrm Terraced Dwellhouse. Ground flr: Hall. Lounge. Dining kitch. Utility rm. Cloakrm with wc. 1st flr: 3 Bdrms. Bathrm. (CT Band - E). Garden. Parking. Fixed price £210,000 Entry by arr. Viewing contact solicitors. (EPC band - B).",210000,4,NA,FALSE,"","85 Berryden Gardens","85 Berryden Gardens","Aberdeen, AB25 3RW","","","Aberdeen","","","AB25 3RW",4326,"POINT (-2.11579029947509 57.1548069265031)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,74,1,3,"HOUSE_TERRACED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","E","B",2,"Parking","Terraced",57.1548069265031,-2.11579029947509,553489.757382965,6334965.28675581,"85-Berryden-Gardens","https://www.aspc.co.uk/search/property/427395/85-Berryden-Gardens/Aberdeen/"
427394,373639,1,5,2,3,"5 Bdrm Detached Bungalow in app 1 acre. Hall. Lounge. Dining rm. Kitch/Living rm. Utility rm. Family rm. 4 Bdrms 1 with ensuite. Bathrm. (CT Band - G). Garden. Garage. Parking. Price over £440,000 Entry by arr. Viewing contact solicitors. (EPC band - D).",440000,1,NA,FALSE,"","16 Woodlands Park","16 Woodlands Park","Durris, Banchory, AB31 6BF","","Durris","Banchory","","","AB31 6BF",4326,"POINT (-2.3396541 57.0573992)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,215,1,1,"HOUSE_DETACHED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","G","D",1,"Garage","Detached",57.0573992,-2.3396541,540052.469858353,6323969.06108744,"16-Woodlands-Park","https://www.aspc.co.uk/search/property/427394/16-Woodlands-Park/Banchory/"
427393,373188,1,3,1,1,"3 Bdrm 3rd flr Maisonette. Hall. Lounge. Dining kitch. 3 Bdrms. Bathrm. (CT Band - B) . Parking. Price over £90,000 Entry by arr. Viewing contact solicitors. (EPC band - D).",90000,1,NA,FALSE,"","4 Seamount Road","4 Seamount Road","Aberdeen, AB25 1DY","","","Aberdeen","","","AB25 1DY",4326,"POINT (-2.0977388 57.1518004)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,85,2,NA,"FLAT",870,"Burnett & Reid LLP","http://www.burnett-reid.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"No","B","D",1,"Parking",NA,57.1518004,-2.0977388,554586.16362296,6334644.92662503,"4-Seamount-Road","https://www.aspc.co.uk/search/property/427393/4-Seamount-Road/Aberdeen/"
427392,373635,1,5,2,3,"5 Bdrm Detached Villa. Ground flr: Hall. Living rm. Dining rm/Sun lounge. Cloakrm with wc. 1st flr: 5 Bdrms. 1 with ensuite. Bathrm. (CT Band - C) . Garden. Garage. Price over £205,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",205000,1,NA,FALSE,"","12 Brodick Road","12 Brodick Road","Fraserburgh, AB43 9TT","","","Fraserburgh","","","AB43 9TT",4326,"POINT (-2.0209358 57.6813823)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,128,1,1,"HOUSE_DETACHED",4741,"Masson & Glennie LLP","https://www.massonglennie.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","C","C",2,"Garage","Detached",57.6813823,-2.0209358,558383.633401189,6393659.92815696,"12-Brodick-Road","https://www.aspc.co.uk/search/property/427392/12-Brodick-Road/Fraserburgh/"
427391,372757,1,1,1,1,"1 Bdrm Terraced Maisonette. Ground flr: Hall. Lounge. Kitch. 1st flr: Bdrm. Bathrm. (CT Band - A). Garden. Parking. Price over £97,000 Entry by arr. Viewing 07478 673168. (EPC band - D).",97000,1,NA,FALSE,"","48 Allison Close","48 Allison Close","Cove Bay, Aberdeen, AB12 3WF","","Cove Bay","Aberdeen","","","AB12 3WF",4326,"POINT (-2.0893066 57.1050312)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,41,1,3,"HOUSE_TERRACED",171,"Andersonbain LLP","http://www.andersonbain.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","A","D",2,"Parking","Terraced",57.1050312,-2.0893066,555165.792130725,6329445.74085919,"48-Allison-Close","https://www.aspc.co.uk/search/property/427391/48-Allison-Close/Aberdeen/"
427390,372318,1,4,1,1,"4 Bdrm Terraced Cottage. Ground flr: Hall. Cloakrm with wc. Lounge. Kitch. 1st flr: 2 Bdrms. Shower rm. 2nd flr: 2 Bdrms (CT Band - E) . Garden. Parking. Price over £300,000 Entry by arr. Viewing contact solicitors. (EPC band - D).",3e+05,1,NA,FALSE,"","2 Middle Row","2 Middle Row","Footdee, Aberdeen, AB11 5DU","","Footdee","Aberdeen","","","AB11 5DU",4326,"POINT (-2.0711537 57.1431195)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,102,1,3,"HOUSE_TERRACED",5770,"Raeburn Christie Clark & Wallace","http://www.raeburns.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","E","D",2,"Parking","Terraced",57.1431195,-2.0711537,556207.647020131,6333700.23139338,"2-Middle-Row","https://www.aspc.co.uk/search/property/427390/2-Middle-Row/Aberdeen/"
427389,373538,1,1,1,1,"1 Bdrm Grnd flr Flat. Hall. Kitch/Living rm on open plan. Bdrm. Bathrm. (CT Band - A) . Garden. Price over £65,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",65000,1,NA,FALSE,"","GFL,  46 Summerfield Terrace","GFL,  46 Summerfield Terrace","Aberdeen, AB24 5JD","","","Aberdeen","","","AB24 5JD",4326,"POINT (-2.0908119 57.1513933)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,37,2,NA,"FLAT",4870,"Peterkins","http://www.peterkins.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","A","C",1,"No parking",NA,57.1513933,-2.0908119,555005.825916815,6334605.17710459,"GFL,--46-Summerfield-Terrace","https://www.aspc.co.uk/search/property/427389/GFL,--46-Summerfield-Terrace/Aberdeen/"
427388,373632,1,3,1,1,"3 Bdrm Terraced Villa. Ground flr: Hall. Lounge. Kitch. Utility rm. Cloakrm with wc. 1st flr: 3 Bdrms. Bathrm. (CT Band - D). Garden. Parking. Price over £177,000 Entry by arr. Viewing contact solicitors. (EPC band - B).",177000,1,NA,FALSE,"","32 Shielhill Grove","32 Shielhill Grove","Bridge Of Don, Aberdeen, AB23 8JY","","Bridge Of Don","Aberdeen","","","AB23 8JY",4326,"POINT (-2.0981625 57.2021194)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,68,1,3,"HOUSE_TERRACED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","D","B",2,"Parking","Terraced",57.2021194,-2.0981625,554486.43775552,6340245.73718845,"32-Shielhill-Grove","https://www.aspc.co.uk/search/property/427388/32-Shielhill-Grove/Aberdeen/"
427385,373537,1,3,1,2,"3 Bdrm Semi-detached Dwellhouse. Ground flr: V/bule. Hall. Lounge. Dining rm. Kitch. 1st flr: 3 Bdrms. Bathrm. (CT Band - F). Parking. Price over £320,000 Entry by arr. Viewing contact solicitors. (EPC band - E).",320000,1,NA,FALSE,"","4 Raeden Park Road","4 Raeden Park Road","Aberdeen, AB15 5LQ","","","Aberdeen","","","AB15 5LQ",4326,"POINT (-2.1374636 57.1502246)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,108,1,2,"HOUSE_SEMI_DETACHED",3390,"Alex Hutcheon + Co","http://www.mortgageandproperty.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"No","F","E",2,"Parking","Semi-Detached",57.1502246,-2.1374636,552185.136240437,6334438.4233499,"4-Raeden-Park-Road","https://www.aspc.co.uk/search/property/427385/4-Raeden-Park-Road/Aberdeen/"
427384,373628,1,3,1,1,"3 Bdrm Semi-detached Dwellhouse. Ground flr: Hall. Cloakrm with wc. Dining kitch. Utility rm. Upper flr: 3 Bdrms. Bathrm. (CT Band - D) . Garden. Parking. Price over £179,000 Entry by arr. Viewing contact solicitors. (EPC band - E).",179000,1,NA,FALSE,"","20 Rainnieshill Gardens","20 Rainnieshill Gardens","Newmachar, Aberdeen, AB21 0XZ","","Newmachar","Aberdeen","","","AB21 0XZ",4326,"POINT (-2.1826926 57.2632971)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,89,1,2,"HOUSE_SEMI_DETACHED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","D","E",1,"Parking","Semi-Detached",57.2632971,-2.1826926,549297.831410674,6346991.31392332,"20-Rainnieshill-Gardens","https://www.aspc.co.uk/search/property/427384/20-Rainnieshill-Gardens/Aberdeen/"
427383,372407,1,2,1,1,"2 Bdrm 1st flr Flat. Hall. Lounge. Kitch. 2 Bdrms. Shower rm. (CT Band - D) . Garden. Parking. Price over £90,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",90000,1,NA,FALSE,"","10 Hosefield Road","10 Hosefield Road","Aberdeen, AB15 5NB","","","Aberdeen","","","AB15 5NB",4326,"POINT (-2.1274718 57.1503452)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,50,2,NA,"FLAT",5770,"Raeburn Christie Clark & Wallace","http://www.raeburns.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","D","C",1,"Parking",NA,57.1503452,-2.1274718,552789.468795915,6334459.53762934,"10-Hosefield-Road","https://www.aspc.co.uk/search/property/427383/10-Hosefield-Road/Aberdeen/"
427382,373626,1,2,2,1,"2 Bdrm Grnd flr Flat. Hall. Lounge. Kitch. 2 Bdrms 1 with ensuite. Bathrm. (CT Band - F). Garden. Parking. Price over £155,000 Entry by arr. Viewing contact solicitors. (EPC band - D).",155000,1,NA,TRUE,"","59 Craigieburn Park","59 Craigieburn Park","Aberdeen, AB15 7SG","","","Aberdeen","","","AB15 7SG",4326,"POINT (-2.1542057 57.1351223)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,72,2,NA,"FLAT",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","F","D",1,"Parking",NA,57.1351223,-2.1542057,551193.08454877,6332744.6558798,"59-Craigieburn-Park","https://www.aspc.co.uk/search/property/427382/59-Craigieburn-Park/Aberdeen/"
427381,373270,1,5,1,2,"5 Bdrm Detached Dwellhouse. Ground flr: V/bule. Hall. Lounge. Dining rm. Dining kitch. Utility rm. Bdrm/Family rm. Bdrm. Cloakrm with wc. Upper flr: 3 Bdrms. Bathrm. (CT Band - F). Garden. Garage. Parking. Price over £279,000 Entry by arr. Viewing 07834 223998. (EPC band - C).",279000,1,NA,FALSE,"","8 Bruntland Court","8 Bruntland Court","Portlethen, Aberdeen, AB12 4UQ","","Portlethen","Aberdeen","","","AB12 4UQ",4326,"POINT (-2.1315655 57.0585506)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,154,1,1,"HOUSE_DETACHED",171,"Andersonbain LLP","http://www.andersonbain.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","F","C",1,"Garage","Detached",57.0585506,-2.1315655,552671.850915038,6324238.53913148,"8-Bruntland-Court","https://www.aspc.co.uk/search/property/427381/8-Bruntland-Court/Aberdeen/"
427380,373623,1,3,1,1,"3 Bdrm Semi-detached Dwellhouse. Ground flr: Hall. Cloakrm with wc. Sitting rm/Dining rm. Kitch. 1st flr: 3 Bdrms. Bathrm. (CT Band - E). Garden. Garage. Parking. Price around £195,000 Entry by arr. Viewing contact solicitors. (EPC band - D).",195000,5,NA,TRUE,"","57 Mavis Bank","57 Mavis Bank","Newburgh, Ellon, AB41 6FB","","Newburgh","Ellon","","","AB41 6FB",4326,"POINT (-2.004732 57.320002)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,83,1,2,"HOUSE_SEMI_DETACHED",5770,"Raeburn Christie Clark & Wallace","http://www.raeburns.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","E","D",2,"Garage","Semi-Detached",57.320002,-2.004732,559939.271311486,6353446.16552699,"57-Mavis-Bank","https://www.aspc.co.uk/search/property/427380/57-Mavis-Bank/Ellon/"
427379,373616,1,4,4,4,"4 Bdrm Detached Dwellhouse. Ground flr: V/bule. Store rm. Dining kitch. Dining rm. Sitting rm. Lounge. Cinema rm. Games rm. Utility rm. Shower rm. 1st flr: 4 Bdrms 2 with ensuite. Sitting rm. Bathrm. (CT Band - G). Garden. Double Garage. Parking. Price over £875,000 Entry by arr. Viewing contact solicitors. (EPC band - B).",875000,1,NA,FALSE,"","New House, Corvichen","New House, Corvichen","Huntly, AB54 6JD","","","Huntly","","","AB54 6JD",4326,"POINT (-2.7661768 57.4396345)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,436,1,1,"HOUSE_DETACHED",5170,"Murdoch, Mcmath & Mitchell","http://www.murdoch-mcmath-mitchell.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","G","B",2,"Double Garage","Detached",57.4396345,-2.7661768,514036.329398146,6366349.84676272,"New-House,-Corvichen","https://www.aspc.co.uk/search/property/427379/New-House,-Corvichen/Huntly/"
427378,373245,1,1,1,1,"1 Bdrm Upper Self-contained flat. Lounge. Kitch. Bdrm. Bathrm. (CT Band - B). Garden. Parking. Price over £80,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",80000,1,NA,FALSE,"","26 Wallacebrae Avenue","26 Wallacebrae Avenue","Danestone, Aberdeen, AB22 8XL","","Danestone","Aberdeen","","","AB22 8XL",4326,"POINT (-2.1427008 57.1810859)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,44,2,NA,"FLAT",1470,"James & George Collie","http://www.jgcollie.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","B","C",1,"Parking",NA,57.1810859,-2.1427008,551825.09277206,6337869.69705956,"26-Wallacebrae-Avenue","https://www.aspc.co.uk/search/property/427378/26-Wallacebrae-Avenue/Aberdeen/"
427376,373028,1,2,1,1,"2 Bdrm Terraced Dwellhouse (End terr). Ground flr: V/bule. Hall. Lounge. Cloakrm with wc. Kitch. 1st flr: 2 Bdrms. Bathrm. (CT Band - C). Garden. Parking. Price over £165,000 Entry by arr. Viewing 07837 201904. (EPC band - D).",165000,1,NA,FALSE,"","60 Mackie Avenue","60 Mackie Avenue","Tarves, Ellon, AB41 7LA","","Tarves","Ellon","","","AB41 7LA",4326,"POINT (-2.2283147 57.371077)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,84,1,3,"HOUSE_TERRACED",171,"Andersonbain LLP","http://www.andersonbain.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","C","D",2,"Parking","Terraced",57.371077,-2.2283147,546410.082808891,6358956.92835273,"60-Mackie-Avenue","https://www.aspc.co.uk/search/property/427376/60-Mackie-Avenue/Ellon/"
427375,373083,1,3,2,1,"3 Bdrm Terraced Ground flr: V/bule. Hall. Lounge. Dining kitch. Bathrm. Upper flr: 3 Bdrms. 1 with ensuite. (CT Band - C). Garden. Parking. Price over £162,500 Entry by arr. Viewing 07870 440541. (EPC band - D).",162500,1,NA,TRUE,"","3 Auchlossan Court","3 Auchlossan Court","Bridge Of Don, Aberdeen, AB22 8JH","","Bridge Of Don","Aberdeen","","","AB22 8JH",4326,"POINT (-2.1038931 57.1791684)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,94,1,3,"HOUSE_TERRACED",171,"Andersonbain LLP","http://www.andersonbain.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","C","D",1,"Parking","Terraced",57.1791684,-2.1038931,554173.80814339,6337686.42306879,"3-Auchlossan-Court","https://www.aspc.co.uk/search/property/427375/3-Auchlossan-Court/Aberdeen/"
427374,373342,1,2,1,1,"2 Bdrm Semi-detached Bungalow. Lounge. Kitch. 2 Bdrms. Shower rm. (CT Band - D) . Garden. Parking. Price over £180,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",180000,1,NA,TRUE,"","56 Fairview Drive","56 Fairview Drive","Danestone, Aberdeen, AB22 8ZU","","Danestone","Aberdeen","","","AB22 8ZU",4326,"POINT (-2.133209 57.1803771)",FALSE,TRUE,"Sold date","16/09/24",TRUE,NA,"2024-09-16T11:11:15.61",FALSE,45,1,2,"HOUSE_SEMI_DETACHED",1470,"James & George Collie","http://www.jgcollie.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","D","C",1,"Parking","Semi-Detached",57.1803771,-2.133209,552399.872329118,6337798.05360168,"56-Fairview-Drive","https://www.aspc.co.uk/search/property/427374/56-Fairview-Drive/Aberdeen/"
427373,372555,1,3,1,1,"3 Bdrm 1st flr Hall. 4 Bdrms. Lounge. Kitch. Bathrm. (CT Band - D) . Garden. Parking. Price over £160,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",160000,1,NA,FALSE,"","55 Elmfield Avenue","55 Elmfield Avenue","Aberdeen, AB24 3NU","","","Aberdeen","","","AB24 3NU",4326,"POINT (-2.10857853677063 57.1599177101288)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,80,2,NA,"FLAT",4570,"Mackinnons","http://www.mackinnons.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","D","C",1,"Parking",NA,57.1599177101288,-2.10857853677063,553918.577520778,6335539.86113892,"55-Elmfield-Avenue","https://www.aspc.co.uk/search/property/427373/55-Elmfield-Avenue/Aberdeen/"
